City,Bottle Size,Avg Growth Rate
CORYDON,s,0.17120113365886144
DE SOTO,s,0.17109528522545078
ANTHON,m,0.17101024125759634
SUTHERLAND,s,0.17045012640636922
JOHNSTON,s,0.17028223323868605
MARSHALLTOWN,m,0.17025304836032099
SOLON,m,0.17020056008982376
OAKLAND,s,0.16909348483629247
ADAIR,m,0.16905946403347527
MORAVIA,s,0.16905593446052994
DE SOTO,m,0.1685210738708659
CORALVILLE,m,0.16845683550208013
GEORGE,l,0.16845420144317222
WASHBURN,m,0.1683388839486906
IOWA CITY,s,0.16799200162573688
SPIRIT LAKE,m,0.16780224182441694
HUMESTON,l,0.167250198893929
NEVADA,l,0.16724468231242806
TAMA,l,0.16716542192559994
BELMOND,s,0.167078009021264
ELMA,s,0.16666666666666666
NEVADA,m,0.16645542461388643
WATERLOO,s,0.16612828216606793
LE MARS,s,0.16601566724368363
AMES,m,0.16517104535248464
SIBLEY,s,0.16509244637031198
KEOTA,l,0.16439504509741518
BONDURANT,l,0.16387217705871837
WINTHROP,s,0.16341470472551223
WOODBINE,l,0.16339494582679914
ATKINS,m,0.1625262592264918
CENTER POINT,m,0.16174001483522257
GILBERTVILLE,m,0.1616407805839063
STUART,m,0.16135597753058217
NORWALK,l,0.16127635870226043
POSTVILLE,s,0.16114708650937867
HIAWATHA,m,0.16054179689154244
SHELDON,m,0.15865699378164588
SUMNER,m,0.15846148489483672
FAIRFAX,m,0.1583869236364054
CASCADE,s,0.15786743836943717
MISSOURI VALLEY,s,0.15695478138399463
GRINNELL,m,0.15619297430029824
DAKOTA CITY,l,0.1557672876923778
CLEAR LAKE,m,0.1557361077693289
RED OAK,l,0.15551531237556393
CEDAR FALLS,m,0.15532016837320128
ANKENY,m,0.15514690679066537
KEOKUK,m,0.15482962269897996
ZWINGLE,l,0.15421443136831178
EXIRA,m,0.15393755697991704
NORWAY,s,0.15334558324766237
WEBSTER CITY,s,0.15317236663976516
MUSCATINE,s,0.15283099623129973
NEW HAMPTON,m,0.15269413701839565
WEST LIBERTY,s,0.15212310852593314
MONONA,m,0.1519070424629986
RUDD,l,0.15178561632701454
GOWRIE,s,0.15160771429326458
ALBURNETT,s,0.15156590417167695
WOODWARD,l,0.15133606855529322
MASON CITY,s,0.15096481133635298
MANLY,l,0.15049001393210645
ELKADER,l,0.14984549534414207
LECLAIRE,m,0.14924301172260981
LAMONI,s,0.1487176602583292
REMSEN,m,0.14850491436488783
DELMAR,l,0.14839157303046596
LEON,l,0.14834275763493024
STORM LAKE,s,0.1480379627264111
CENTRAL CITY,m,0.14794587724626676
LECLAIRE,s,0.14773690773523404
WINDSOR HEIGHTS,m,0.14739064949716793
MANLY,m,0.14715604308085292
KELLOGG,m,0.1471507851737098
GILMORE CITY,m,0.14681160529719056
PEOSTA,m,0.14671604494702387
BOONE,m,0.14645026608912615
GLIDDEN,l,0.1459899789584914
HIAWATHA,s,0.1455618130061602
LE MARS,m,0.145539877286772
GREENFIELD,s,0.14548781812474668
ALTA,l,0.14536683729913943
DYSART,m,0.1450335109490861
MAPLETON,m,0.14457438470755082
AMANA,m,0.14388911061337942
WAUKON,s,0.14387430946441562
MOUNT PLEASANT,s,0.14385702950317805
AUDUBON,l,0.14359492227042323
SIOUX CITY,s,0.14354129701091659
MECHANICSVILLE,m,0.14335467290474144
DUMONT,s,0.14325201603726279
PLEASANT HILL,m,0.14317920776426332
BELLEVUE,s,0.14280654681835978
TIPTON,s,0.14272477271349807
POCAHONTAS,s,0.142614360170176
WINTERSET,s,0.1425013225459819
TIPTON,l,0.14224880956954103
KNOXVILLE,m,0.1419451340292407
DES MOINES,m,0.14160819851290463
ALGONA,m,0.14133031271066906
OXFORD,l,0.14120522702988658
FAIRFIELD,l,0.14098292743581578
GOWRIE,l,0.1408219997996303
WEST BURLINGTON,s,0.14056780661182972
NEW HAMPTON,l,0.14024530917549458
SIOUX RAPIDS,l,0.14009800849664844
DENISON,m,0.1400406429895484
ADEL,l,0.14001328202465846
OKOBOJI,m,0.13899780205510837
NORTHWOOD,l,0.13895761176107543
GLENWOOD,l,0.1386107458335018
SWISHER,s,0.13849706865394945
GARWIN,m,0.1384371474092349
INDEPENDENCE,m,0.13826681877061428
CEDAR RAPIDS,s,0.13826283195424152
CRESCO,l,0.13792476601128076
WAUKEE,m,0.1372266155387359
WEST LIBERTY,m,0.13715763304115186
DELHI,m,0.1370513972200281
CLARINDA,m,0.13705072084072312
CLARION,s,0.13694179806950438
FAIRBANK,m,0.13670604420110302
ELKADER,s,0.13584533709118715
ALBIA,m,0.1357874093755453
SHELLSBURG,m,0.13571742580631826
HUXLEY,l,0.13492909405145204
LAKE PARK,m,0.1348928457635898
CRESCENT,l,0.1347980659411461
CORYDON,m,0.13479271530701784
AVOCA,l,0.13448027298525192
GARWIN,s,0.13427510688440905
SUTHERLAND,l,0.1342309749779782
IDA GROVE,m,0.13413516790854385
MASON CITY,m,0.1337258969979931
INWOOD,m,0.13339557458670645
ELDRIDGE,l,0.13331918726546998
SPENCER,m,0.13327230134973136
APLINGTON,m,0.13312406838243904
ANAMOSA,m,0.13298163625579104
FORT MADISON,m,0.1329563470903589
CASCADE,m,0.13292724078527207
FAIRFIELD,m,0.13213658295444736
TREYNOR,m,0.13141985102553755
DELAWARE,s,0.13105773013553368
DAVENPORT,s,0.13099080753157075
WEST DES MOINES,l,0.13058818204176503
ALTOONA,m,0.13036644012007684
CHARLES CITY,m,0.13019174033733127
EAGLE GROVE,m,0.12925538884822502
ROCKWELL CITY,m,0.12850748047391308
LAKE MILLS,m,0.12827781760075688
FAYETTE,s,0.12799174350721915
CHARITON,l,0.1279756133439208
SHUEYVILLE,l,0.12789725201630217
STORM LAKE,m,0.12771705740303238
WELLSBURG,m,0.1274417771442555
LAMONI,l,0.12731150771035263
FOREST CITY,s,0.12718301051907444
IOWA FALLS,m,0.12698900203376792
SPRINGVILLE,l,0.1266060260682391
CEDAR RAPIDS,m,0.12611632704458056
SAINT ANSGAR,m,0.125202282701155
CLEARLAKE,s,0.12464076520477242
GREENFIELD,m,0.12453425717028159
CHEROKEE,s,0.12421423635735702
WINTERSET,m,0.12414812274906517
PANORA,m,0.12394659017927227
HARLAN,s,0.12379536305500065
BETTENDORF,s,0.1237174612289545
CRESTON,m,0.12367045330225808
SIOUX CITY,m,0.12324297544725421
URBANDALE,m,0.12288895944900297
DECORAH,l,0.12273549911305688
PLEASANTVILLE,l,0.12239948741325968
DAVENPORT,m,0.12226148045829129
HIAWATHA,l,0.12163672451153112
SEYMOUR,m,0.12154112793824705
WATERLOO,m,0.12113479891807864
WHEATLAND,s,0.12098149843065475
TOLEDO,m,0.12090969511503889
MARSHALLTOWN,s,0.12078039265449121
BUFFALO CENTER,l,0.11936105571111527
WALNUT,s,0.11914858980167563
JEFFERSON,s,0.11892784946039962
FORT DODGE,m,0.11878760714458259
COLO,s,0.11826174441580191
MADRID,m,0.11784616387416395
TEMPLETON,m,0.11781699143288071
SIOUX RAPIDS,m,0.1169080001170744
PALO,s,0.11612561340238207
MONTEZUMA,m,0.1161153090368001
WELLMAN,m,0.11512678415044264
REMSEN,l,0.11496982266247775
URBANDALE,l,0.11491167899838663
GRUNDY CENTER,m,0.11490032726101111
LARCHWOOD,l,0.11479934089829424
LENOX,l,0.11479010697831904
DUBUQUE,m,0.11458021318811461
WALKER,l,0.11446977834125244
PACIFIC JUNCTION,l,0.11441647291575856
CHARITON,m,0.1135671729007642
INDIANOLA,l,0.11302223894370729
MANCHESTER,m,0.11285390023717462
OELWEIN,l,0.11283729497745543
BURLINGTON,s,0.11257384957423462
SLOAN,l,0.1123454377319703
LAWLER,l,0.1117046794685793
MEDIAPOLIS,s,0.11167617967442678
BEDFORD,l,0.1115215516683417
LAMONT,m,0.1114047582897903
EARLHAM,l,0.11085755294316901
BURLINGTON,m,0.1106546248357254
ST ANSGAR,m,0.11035639700278492
SIGOURNEY,l,0.1103432825489679
DYERSVILLE,l,0.10958753675794834
PARKERSBURG,m,0.1094566864271919
CLERMONT,l,0.1091017556234567
HAZLETON,s,0.1085265633351266
TOLEDO,s,0.10831878369529901
CLEARLAKE,m,0.10796814331886569
DOON,l,0.10772100712978984
CORYDON,l,0.10764995307541826
WOODBINE,m,0.10754903477665678
WALL LAKE,m,0.10743471604585621
DUMONT,m,0.10719671788131518
EMMETSBURG,l,0.10688108101755871
CENTER POINT,l,0.10679893789886719
WINFIELD,l,0.10636689789424102
BUFFALO,m,0.10544318849388501
MOUNT PLEASANT,l,0.1048944323821096
HARLAN,m,0.10382251116015322
WALKER,m,0.1038204080460129
OTTUMWA,m,0.10381448809725392
URBANA,m,0.10220762619394147
GRAND JUNCTION,m,0.10220295499686789
DES MOINES,s,0.10156610026206765
NEW SHARON,l,0.10151097822332811
SWISHER,m,0.10146093501801921
CEDAR FALLS,l,0.10121404796318868
HAMBURG,m,0.1000781920827765
PELLA,l,0.09930965038226462
MIDDLETOWN,m,0.09885684021235377
INDEPENDENCE,l,0.09833390657280267
DELAWARE,m,0.0982195445918494
PERRY,l,0.0982009271176968
CUMMING,m,0.09772331028466874
KEOSAUQUA,m,0.0974596293631466
CORALVILLE,l,0.09739835147619992
TRAER,m,0.09728497580227628
SCRANTON,l,0.09717956007137396
WASHINGTON,m,0.09702002490296395
WILTON,m,0.09667493347704677
LOHRVILLE,m,0.09665499070624363
BELLE PLAINE,l,0.09620519595731679
MANNING,m,0.09616432875153737
ROLFE,m,0.09614384994116139
MONTICELLO,s,0.09573434414065767
ALLISON,m,0.09518886985789216
PANORA,s,0.09517525359593049
MAQUOKETA,s,0.09497750440382187
OSKALOOSA,l,0.09491388519308581
CLIVE,l,0.0946879184455709
MARION,m,0.09450632997982088
ARNOLDS PARK,l,0.09391925407603835
GLADBROOK,l,0.0927270766358092
LAMONT,s,0.09263203117628431
BELLEVUE,l,0.09256365437531137
FAIRBANK,l,0.09236661042374766
SHELLSBURG,l,0.09173415972557604
NEW VIRGINIA,s,0.09103937315583858
LANSING,m,0.09082364334422328
ELY,m,0.08963508564556595
DENVER,m,0.08929303049796088
WAVERLY,m,0.08920956602323936
CARLISLE,l,0.08897596525018953
CARTER LAKE,s,0.08855956863849886
KNOXVILLE,l,0.08849401107311587
ANKENY,l,0.08791114842285465
ATKINS,s,0.0877114143713434
LENOX,s,0.08768091753148556
ALBIA,l,0.08759704151042284
NEWTON,l,0.0873309826875961
STORY CITY,s,0.08725756248269949
OSAGE,s,0.08619038915670918
MASON CITY,l,0.08556568078907344
ANAMOSA,l,0.08537836450169584
BAXTER,l,0.08526556961491971
LAWLER,m,0.08488412569317076
KELLOGG,l,0.0842758904378409
MUSCATINE,m,0.08426809655343226
LOGAN,m,0.08392891419273496
CHEROKEE,m,0.08387581167654745
NORTH LIBERTY,s,0.08373916253170242
CENTERVILLE,l,0.08354733205839092
IOWA CITY,m,0.08302837288136967
WELLSBURG,l,0.08301837737240521
CLINTON,m,0.0830115626521535
GRAND JUNCTION,l,0.08242836996340851
NEW VIRGINIA,l,0.08096328844406206
ELDORA,m,0.08055918338828037
ELLSWORTH,l,0.08051563376811095
MELCHER-DALLAS,s,0.07997889089349167
FARLEY,l,0.07982177948246852
DENISON,l,0.07976547892861226
MT PLEASANT,l,0.0796055346380158
WEST POINT,s,0.07855414792861942
DAYTON,l,0.07780529772716414
WEST BRANCH,l,0.07761034909557961
FARLEY,m,0.07750882033173592
WEBSTER CITY,m,0.0771473715843216
GUTHRIE CENTER,l,0.07675155327445961
EARLY,m,0.07648518452770418
MANSON,s,0.07642375566092141
MILFORD,l,0.0762611729089914
CENTERVILLE,m,0.07621522332893121
MARION,l,0.07594116793012805
CARTER LAKE,l,0.07572652110668018
MOUNT PLEASANT,m,0.07564822293802556
SUTHERLAND,m,0.0750713430098857
ELLSWORTH,m,0.0749730772596746
PLEASANT HILL,l,0.07436594579169517
WEST LIBERTY,l,0.0743604034894009
NEW VIRGINIA,m,0.07396718219418667
EMMETSBURG,s,0.07388136394919298
DUNLAP,l,0.07359094445090684
ATLANTIC,m,0.07165993609482839
COLFAX,l,0.07161590504449043
BEVINGTON,m,0.07109507015399659
BETTENDORF,m,0.07054345337478592
MANSON,m,0.0702106430340156
LEON,m,0.06980178833757418
MARTENSDALE,m,0.06939660139353393
OTHO,l,0.06938788798886487
VICTOR,l,0.06911271822984788
GARNER,s,0.0681360027952495
NORTH LIBERTY,m,0.06809171474823683
KEOTA,s,0.06723364516567683
NORA SPRINGS,m,0.0669588081053283
MONTICELLO,m,0.06660086047881636
OSAGE,m,0.06613784022166881
BAXTER,m,0.06584971878843816
REINBECK,l,0.0657600995063803
AFTON,l,0.06530224484899393
WASHINGTON,l,0.06526650776053217
LATIMER,l,0.06431161243150783
RIVERSIDE,m,0.0642801060503504
INWOOD,l,0.06406537696395842
LIVERMORE,s,0.06401946355746527
ATKINS,l,0.06388898543229286
SIOUX CENTER,m,0.0637918799277624
JEFFERSON,l,0.06376355433986748
ORANGE CITY,m,0.06353428609699548
WINTERSET,l,0.06348566263041816
EXIRA,s,0.06295935323122018
PRINCETON,l,0.06276782588166369
JEFFERSON,m,0.06276290587968458
JOHNSTON,m,0.06265008914645315
WAVERLY,l,0.06240808471938646
EAGLE GROVE,l,0.06205968758271247
MARENGO,l,0.06189993534869953
BEVINGTON,s,0.06173165783140907
CLARINDA,l,0.061454419007985546
WALFORD,m,0.06099159468455143
MORAVIA,l,0.06005324578428883
RUNNELLS,l,0.05996067404564805
PAULLINA,l,0.05929272152114016
SIBLEY,l,0.05892285336780351
STRATFORD,l,0.05889899140355709
OSAGE,l,0.05873843432830772
VAN METER,l,0.05835054538515371
WAUKEE,l,0.05795712379831817
ORANGE CITY,l,0.05794332671230932
KELLOGG,s,0.05780844170520136
BLOOMFIELD,m,0.05745710916843027
NEOLA,l,0.05729531312912315
GRINNELL,l,0.057094662490489646
AMES,l,0.05704008435402036
WEST POINT,l,0.055929357973660186
LANSING,l,0.05592154724717722
SOLON,l,0.05566147122032388
BOONE,l,0.05546688308839256
IOWA FALLS,l,0.055366010331078096
WHEATLAND,m,0.05457170539536812
ROCK RAPIDS,l,0.054420972508544684
DUNLAP,s,0.054370250670982584
MOUNT VERNON,l,0.05410130875519797
WEST BURLINGTON,l,0.05405644339649346
WATERLOO,l,0.05384357423714398
BLOOMFIELD,l,0.05330939877035038
SHELBY,s,0.05308759468133343
SPENCER,l,0.05275354093056942
SUMNER,s,0.05185832937395499
LE MARS,l,0.05168512143097057
MAPLETON,l,0.051375129969476414
WEST BURLINGTON,m,0.0510685666668954
WEST UNION,m,0.05091340785673546
SIOUX CITY,l,0.050907629360163166
SHELDON,l,0.0503503393629983
ELDORA,l,0.05022101305279927
COLUMBUS JUNCTION,s,0.04986765164591306
CLEAR LAKE,l,0.049410727359479524
TOLEDO,l,0.049099733644250985
LIVERMORE,m,0.04849048684415173
HUMBOLDT,m,0.04796936566869881
BELMOND,m,0.04795609024958436
CLARKSVILLE,l,0.04746612949012735
WHITTEMORE,l,0.04717371443579458
ANITA,m,0.0467654258991648
CRESTON,l,0.046693766512687584
LAKE CITY,m,0.046447016269467456
MANCHESTER,l,0.04592280609039606
SPIRIT LAKE,l,0.045619924086939496
MUSCATINE,l,0.04554041045051693
BEVINGTON,l,0.04540639083093303
SERGEANT BLUFF,l,0.045378524820699394
ALDEN,l,0.04532649579754497
BRITT,l,0.04488978915531683
LOST NATION,s,0.044171304529910714
DANVILLE,s,0.043963234926300776
CHEROKEE,l,0.04387064808076718
FARMINGTON,m,0.043642617306187716
BANCROFT,l,0.0425757492147229
WALL LAKE,l,0.041993463937667265
SCHLESWIG,l,0.04175920398694664
ALBURNETT,m,0.041232979995390655
GRAETTINGER,l,0.041133690463389196
ALGONA,l,0.04112161563630626
MISSOURI VALLEY,l,0.04106911251949009
DAVENPORT,l,0.04055182051199919
BUFFALO,l,0.040198613879095825
HUBBARD,l,0.03961420735606744
FOREST CITY,l,0.03899561406816352
CEDAR RAPIDS,l,0.03843562643300777
NORA SPRINGS,l,0.03823467142161963
BURLINGTON,l,0.03747600978360496
WAUKON,l,0.03744921963676614
DUBUQUE,l,0.037162899732910634
MINDEN,l,0.0362693124574861
LAURENS,m,0.03603432574157934
COLUMBUS JUNCTION,l,0.03556796100847944
BETTENDORF,l,0.035298675654227014
KEOSAUQUA,l,0.03496143977774986
DURANT,l,0.03421621045852239
GUTTENBERG,l,0.03365998251201841
WILTON,l,0.03354976699509121
FORT MADISON,l,0.033295552683012965
FAYETTE,m,0.031978215872160806
STORM LAKE,l,0.031927437767779995
CARROLL,l,0.031763044745816704
CLINTON,l,0.031672015849033404
DE SOTO,l,0.031023821728073036
BEDFORD,m,0.030986015239792806
CARROLL,m,0.03055872204447226
FORT ATKINSON,l,0.02948353085313075
WINDSOR HEIGHTS,l,0.02924181664034552
COON RAPIDS,l,0.02913229691510287
RAYMOND,l,0.02905465938286021
STUART,l,0.02793023455557922
TRAER,s,0.027903367636688308
EDGEWOOD,l,0.027775285942435137
FONDA,l,0.027561238057422704
MT PLEASANT,m,0.02723914761997624
SLATER,m,0.026998353329314217
MANNING,l,0.02699826134497151
ROCKFORD,l,0.026713255890121728
PANORA,l,0.026188013802866755
WESLEY,s,0.02609418076947667
FAYETTE,l,0.025447839036517744
ATLANTIC,l,0.025328497572866652
ALTOONA,l,0.024821857704369926
SIOUX CENTER,l,0.024576247748889567
WEST POINT,m,0.02453224125712816
OTTUMWA,l,0.024374982462776362
DAKOTA CITY,m,0.024180280546530517
SHENANDOAH,m,0.023124991858920484
SAC CITY,l,0.022146258866055323
WELLMAN,l,0.02147576409313262
TRAER,l,0.021348106944202295
CHARLES CITY,l,0.020958373807616237
OAKLAND,l,0.02087945666849214
KEOTA,m,0.02045363943727296
MARSHALLTOWN,l,0.019474551582086747
MONONA,l,0.018145865885385498
DYSART,l,0.01809621951602795
STORY CITY,m,0.017205783776781777
PARKERSBURG,l,0.01699012027816331
KEOKUK,l,0.01627246454104535
ELMA,l,0.016190543967626942
OSCEOLA,l,0.015829347895918625
IDA GROVE,l,0.014807368595169727
OSSIAN,m,0.014781099887147368
KINGSLEY,l,0.014556404875255127
NORTH LIBERTY,l,0.014071217167690784
URBANA,l,0.013238090809018555
WEST UNION,l,0.012731532008937535
LOGAN,l,0.012721289817954957
CAMANCHE,l,0.011911510688710622
COUNCIL BLUFFS,l,0.011795450124378624
WYOMING,m,0.01174309229864802
DES MOINES,l,0.011375446469666622
FORT DODGE,l,0.0111011503612008
SHEFFIELD,l,0.01085626266493119
BLAIRSTOWN,l,0.010346088256895591
HAWARDEN,l,0.010198808176181164
AURELIA,m,0.009576968752331263
ELLSWORTH,s,0.00953378668905643
HAMPTON,l,0.00935766839783688
MONTEZUMA,l,0.009218207676829153
KANAWHA,m,0.008980822846488323
FORT ATKINSON,m,0.007952643929746261
ONAWA,l,0.007539540046927394
MARTELLE,m,0.00719631106832981
GREENFIELD,l,0.006601339425762458
LOST NATION,l,0.0054442809368892425
HOLY CROSS,l,0.005325770625866384
GRUNDY CENTER,l,0.005230442996890814
CLARION,l,0.004984388247354722
IOWA CITY,l,0.004791768943371753
SANBORN,l,0.0045779426424258085
JOHNSTON,l,0.0033883993870026017
DEXTER,l,0.002491770436334514
WALFORD,l,0.0021883577311428612
ESTHERVILLE,m,0.0019584689699385254
HUMBOLDT,l,4.3211596361123855E-4
SEYMOUR,s,-3.928951890585138E-4
WEBSTER CITY,l,-4.415227859575997E-4
WALNUT,m,-7.792917690786402E-4
LISBON,m,-0.0010715025687124957
ELY,l,-0.0032659662955345967
JEWELL,l,-0.003527243299638031
WASHBURN,s,-0.003759788920533682
GILMORE CITY,l,-0.004236595265039343
MEDIAPOLIS,l,-0.005141577681825296
ALLISON,l,-0.005303004942864518
HARLAN,l,-0.005595805147758384
ARMSTRONG,l,-0.005625029241831947
SCRANTON,m,-0.008641200411419213
CLEARLAKE,l,-0.009211945944025515
WOODWARD,m,-0.009536126758357735
POCAHONTAS,l,-0.012064997660939825
GILBERTVILLE,l,-0.013379398679152582
BELMOND,l,-0.013521984812191912
PRINCETON,m,-0.013723345883265287
MAQUOKETA,l,-0.015000516244796628
CLARION,m,-0.015221577157899395
ST ANSGAR,l,-0.015455889915147375
WESLEY,l,-0.015539099617288407
SHENANDOAH,l,-0.01660399400366074
ROCK VALLEY,l,-0.016637056538339287
SUMNER,l,-0.022578860872288983
ANITA,l,-0.02459050623936941
ROCKWELL,l,-0.024860010428892725
LAKE MILLS,l,-0.026947932846278246
WINTHROP,l,-0.029717923318949225
SLATER,l,-0.031833175063826324
ESTHERVILLE,l,-0.03360524344468967
STORY CITY,l,-0.035206390494922454
LOGAN,s,-0.03602604435497242
RIVERSIDE,l,-0.03715612861256797
ACKLEY,l,-0.03762975975132066
STATE CENTER,l,-0.037704084433106154
OSSIAN,s,-0.03957617819811189
LAURENS,l,-0.04116727329594102
GREENE,l,-0.04182136283122073
LAKE CITY,l,-0.041843245306511845
MONTICELLO,l,-0.04469887132365726
PARKERSBURG,s,-0.045417986117916954
CORNING,l,-0.04747829511008673
MELCHER-DALLAS,l,-0.047966787958092776
CALMAR,m,-0.04914134954501742
STRAWBERRY POINT,l,-0.05146084958632857
CASCADE,l,-0.05202449098277608
HARTLEY,l,-0.05214443529664256
LA PORTE CITY,m,-0.05405963629173743
KANAWHA,l,-0.05678787909907287
HARTLEY,m,-0.05953187841093751
HOLSTEIN,l,-0.06020041088962774
HAZLETON,m,-0.06176756551601884
COLO,l,-0.063226068686716
ANTHON,l,-0.06449429091112115
DUMONT,l,-0.06613051346043107
SEYMOUR,l,-0.0681298118326175
WALNUT,l,-0.06849536574874049
ROCKWELL CITY,l,-0.07328653192502708
TABOR,l,-0.07414797118897587
GARWIN,l,-0.07477647767186534
ROCKWELL,m,-0.07734656745594984
ARLINGTON,l,-0.07859255373206758
ALBION,l,-0.08056166903557144
AURELIA,l,-0.08061778414754177
PRAIRIE CITY,l,-0.08311654742059889
ARLINGTON,s,-0.0863819903590995
AMANA,l,-0.08963663519433246
MALVERN,l,-0.09005513313555363
LISBON,l,-0.09294581006723412
LIME SPRINGS,s,-0.09707904696724202
GRANGER,l,-0.09751381735376925
TEMPLETON,l,-0.10126850720872864
LOHRVILLE,l,-0.10193952116214759
ODEBOLT,s,-0.1028236893610424
TREYNOR,l,-0.10636811893128101
MANSON,l,-0.11142019681309918
CONRAD,l,-0.11764561025166496
MALVERN,m,-0.11854178127191022
DENVER,l,-0.12215805819698378
LA PORTE CITY,l,-0.13064892171783163
ST LUCAS,s,-0.13312491397976609
DANVILLE,m,-0.13573045785396365
ST CHARLES,l,-0.14209706334873232
MAXWELL,l,-0.14461646721765375
DOWS,l,-0.15351148639184184
TEMPLETON,s,-0.16172339090568308
RUTHVEN,m,-0.1707469790003849
PRIMGHAR,m,-0.1742876712082739
FREDERICKSBURG,l,-0.17815950113092627
LIME SPRINGS,m,-0.18165570385049276
CUMMING,l,-0.18490507314036717
EARLING,m,-0.18563351142697856
CALMAR,s,-0.22309203708447106
TRIPOLI,l,-0.2308650765736534
STANTON,l,-0.23293767311533942
SWEA CITY,l,-0.24030118618588645
SAINT ANSGAR,s,-0.25909874977176667
WHITTEMORE,m,-0.28353213463310256
ODEBOLT,m,-0.2857593231124095
PRIMGHAR,s,-0.30319995444992015
CALMAR,l,-0.3081968907489732
LECLAIRE,l,-0.3963282831066768
ARNOLD'S PARK,s,-0.3999338371098109
ARNOLD'S PARK,l,-0.43270774657192934
ARNOLD'S PARK,m,-0.4373095221278412
ROLFE,l,-0.43781566451509835
ROLFE,s,-0.5469323750664826
HOLY CROSS,s,-0.568640700191195
PRIMGHAR,l,-0.5832486477912369
HAMBURG,l,-0.683026223896977
ALLERTON,s,-0.7913700107874866
